manufacturer,product_key,product_name,cheaper_mall,cheaper_price
해태제과,H019,해태과자019,SSG,1035
해태제과,H021,해태과자021,네이버쇼핑,985
해태제과,H023,해태과자023,SSG,1020
해태제과,H024,해태과자024,SSG,1026
해태제과,H027,해태과자027,네이버쇼핑,1043
해태제과,H029,해태과자029,네이버쇼핑,1047
해태제과,H031,해태과자031,G마켓,1081
해태제과,H031,해태과자031,SSG,1084
해태제과,H032,해태과자032,네이버쇼핑,1075
해태제과,H033,해태과자033,네이버쇼핑,1068
해태제과,H034,해태과자034,G마켓,1089
해태제과,H035,해태과자035,G마켓,1094
해태제과,H037,해태과자037,네이버쇼핑,1122
해태제과,H037,해태과자037,SSG,1129
해태제과,H038,해태과자038,네이버쇼핑,1100
해태제과,H038,해태과자038,SSG,1131
해태제과,H038,해태과자038,G마켓,1158
해태제과,H038,해태과자038,컬리,1158
해태제과,H039,해태과자039,네이버쇼핑,1126
해태제과,H039,해태과자039,G마켓,1160
해태제과,H040,해태과자040,G마켓,1128
해태제과,H040,해태과자040,네이버쇼핑,1132
해태제과,H040,해태과자040,컬리,1159
해태제과,H041,해태과자041,G마켓,1140
해태제과,H041,해태과자041,네이버쇼핑,1155
해태제과,H041,해태과자041,SSG,1178
해태제과,H041,해태과자041,컬리,1179
해태제과,H042,해태과자042,네이버쇼핑,1138
해태제과,H043,해태과자043,네이버쇼핑,1137
해태제과,H043,해태과자043,G마켓,1156
해태제과,H044,해태과자044,네이버쇼핑,1150
해태제과,H044,해태과자044,SSG,1181
해태제과,H045,해태과자045,네이버쇼핑,1181
해태제과,H046,해태과자046,네이버쇼핑,1159
해태제과,H047,해태과자047,네이버쇼핑,1174
해태제과,H048,해태과자048,네이버쇼핑,1191
해태제과,H049,해태과자049,네이버쇼핑,833
롯데,L000,롯데과자000,G마켓,867
롯데,L000,롯데과자000,컬리,888
롯데,L001,롯데과자001,네이버쇼핑,885
롯데,L001,롯데과자001,SSG,886
롯데,L001,롯데과자001,G마켓,905
롯데,L002,롯데과자002,G마켓,862
롯데,L002,롯데과자002,네이버쇼핑,866
롯데,L003,롯데과자003,G마켓,875
롯데,L003,롯데과자003,네이버쇼핑,888
롯데,L003,롯데과자003,SSG,912
롯데,L003,롯데과자003,컬리,914
롯데,L004,롯데과자004,네이버쇼핑,881
롯데,L005,롯데과자005,네이버쇼핑,878
롯데,L005,롯데과자005,G마켓,897
롯데,L006,롯데과자006,네이버쇼핑,893
롯데,L006,롯데과자006,SSG,925
롯데,L007,롯데과자007,네이버쇼핑,915
롯데,L008,롯데과자008,네이버쇼핑,891
롯데,L009,롯데과자009,네이버쇼핑,907
롯데,L010,롯데과자010,G마켓,924
롯데,L010,롯데과자010,네이버쇼핑,929
롯데,L012,롯데과자012,G마켓,952
롯데,L012,롯데과자012,네이버쇼핑,985
롯데,L012,롯데과자012,컬리,988
롯데,L017,롯데과자017,G마켓,976
롯데,L017,롯데과자017,네이버쇼핑,989
롯데,L018,롯데과자018,G마켓,1001
롯데,L020,롯데과자020,네이버쇼핑,989
롯데,L022,롯데과자022,SSG,1014
롯데,L023,롯데과자023,SSG,1021
롯데,L026,롯데과자026,네이버쇼핑,1039
롯데,L028,롯데과자028,네이버쇼핑,1041
롯데,L029,롯데과자029,네이버쇼핑,1075
롯데,L030,롯데과자030,G마켓,1079
롯데,L030,롯데과자030,SSG,1079
롯데,L031,롯데과자031,네이버쇼핑,1069
롯데,L032,롯데과자032,네이버쇼핑,1065
롯데,L033,롯데과자033,G마켓,1083
롯데,L034,롯데과자034,G마켓,1100
롯데,L036,롯데과자036,네이버쇼핑,1116
롯데,L036,롯데과자036,SSG,1125
롯데,L037,롯데과자037,네이버쇼핑,1095
롯데,L037,롯데과자037,SSG,1127
롯데,L037,롯데과자037,컬리,1151
롯데,L037,롯데과자037,G마켓,1156
롯데,L038,롯데과자038,네이버쇼핑,1122
롯데,L038,롯데과자038,G마켓,1154
롯데,L039,롯데과자039,네이버쇼핑,1149
롯데,L040,롯데과자040,G마켓,1135
롯데,L040,롯데과자040,네이버쇼핑,1150
롯데,L040,롯데과자040,컬리,1174
롯데,L040,롯데과자040,SSG,1175
롯데,L041,롯데과자041,네이버쇼핑,1141
롯데,L042,롯데과자042,네이버쇼핑,1133
롯데,L042,롯데과자042,G마켓,1150
롯데,L043,롯데과자043,네이버쇼핑,1145
롯데,L043,롯데과자043,SSG,1178
롯데,L044,롯데과자044,네이버쇼핑,1177
롯데,L045,롯데과자045,네이버쇼핑,1154
롯데,L047,롯데과자047,네이버쇼핑,1186
롯데,L048,롯데과자048,네이버쇼핑,1188
농심,N001,농심과자001,네이버쇼핑,848
농심,N003,농심과자003,SSG,882
농심,N004,농심과자004,SSG,889
농심,N007,농심과자007,네이버쇼핑,899
농심,N009,농심과자009,네이버쇼핑,909
농심,N011,농심과자011,G마켓,946
농심,N011,농심과자011,SSG,946
농심,N012,농심과자012,네이버쇼핑,937
농심,N013,농심과자013,네이버쇼핑,931
농심,N014,농심과자014,G마켓,943
농심,N015,농심과자015,G마켓,958
농심,N017,농심과자017,네이버쇼핑,985
농심,N017,농심과자017,SSG,990
농심,N018,농심과자018,네이버쇼핑,963
농심,N018,농심과자018,SSG,994
농심,N018,농심과자018,컬리,1020
농심,N018,농심과자018,G마켓,1021
농심,N019,농심과자019,네이버쇼핑,989
농심,N019,농심과자019,G마켓,1022
농심,N020,농심과자020,G마켓,990
농심,N020,농심과자020,네이버쇼핑,994
농심,N021,농심과자021,G마켓,995
농심,N021,농심과자021,네이버쇼핑,1009
농심,N021,농심과자021,SSG,1031
농심,N021,농심과자021,컬리,1034
농심,N022,농심과자022,네이버쇼핑,1002
농심,N023,농심과자023,네이버쇼핑,1000
농심,N023,농심과자023,G마켓,1017
농심,N024,농심과자024,네이버쇼핑,1012
농심,N024,농심과자024,SSG,1045
농심,N025,농심과자025,네이버쇼핑,1043
농심,N026,농심과자026,네이버쇼핑,1020
농심,N027,농심과자027,네이버쇼핑,1037
농심,N028,농심과자028,네이버쇼핑,1043
농심,N029,농심과자029,네이버쇼핑,1047
농심,N030,농심과자030,G마켓,1073
농심,N030,농심과자030,네이버쇼핑,1105
농심,N030,농심과자030,컬리,1109
농심,N035,농심과자035,G마켓,1096
농심,N035,농심과자035,네이버쇼핑,1108
농심,N036,농심과자036,G마켓,1119
농심,N036,농심과자036,SSG,1150
농심,N039,농심과자039,네이버쇼핑,1134
농심,N040,농심과자040,SSG,1142
농심,N041,농심과자041,SSG,1149
농심,N044,농심과자044,네이버쇼핑,1159
농심,N046,농심과자046,네이버쇼핑,1171
농심,N047,농심과자047,네이버쇼핑,1201
농심,N048,농심과자048,네이버쇼핑,1176
농심,N049,농심과자049,네이버쇼핑,819
오리온,O000,오리온과자000,G마켓,847
오리온,O000,오리온과자000,네이버쇼핑,851
오리온,O002,오리온과자002,G마켓,874
오리온,O002,오리온과자002,네이버쇼핑,904
오리온,O002,오리온과자002,컬리,910
오리온,O007,오리온과자007,G마켓,897
오리온,O007,오리온과자007,네이버쇼핑,911
오리온,O008,오리온과자008,G마켓,921
오리온,O010,오리온과자010,네이버쇼핑,912
오리온,O012,오리온과자012,SSG,944
오리온,O013,오리온과자013,SSG,952
오리온,O016,오리온과자016,네이버쇼핑,961
오리온,O018,오리온과자018,네이버쇼핑,972
오리온,O019,오리온과자019,네이버쇼핑,1004
오리온,O020,오리온과자020,SSG,1007
오리온,O020,오리온과자020,G마켓,1008
오리온,O021,오리온과자021,네이버쇼핑,993
오리온,O022,오리온과자022,네이버쇼핑,987
오리온,O023,오리온과자023,G마켓,1005
오리온,O024,오리온과자024,G마켓,1019
오리온,O026,오리온과자026,네이버쇼핑,1047
오리온,O026,오리온과자026,SSG,1053
오리온,O027,오리온과자027,네이버쇼핑,1026
오리온,O027,오리온과자027,SSG,1057
오리온,O027,오리온과자027,컬리,1081
오리온,O027,오리온과자027,G마켓,1084
오리온,O028,오리온과자028,네이버쇼핑,1044
오리온,O028,오리온과자028,G마켓,1075
오리온,O029,오리온과자029,네이버쇼핑,1071
오리온,O030,오리온과자030,G마켓,1057
오리온,O030,오리온과자030,네이버쇼핑,1071
오리온,O030,오리온과자030,SSG,1094
오리온,O030,오리온과자030,컬리,1096
오리온,O031,오리온과자031,네이버쇼핑,1064
오리온,O032,오리온과자032,네이버쇼핑,1062
오리온,O032,오리온과자032,G마켓,1080
오리온,O033,오리온과자033,네이버쇼핑,1075
오리온,O033,오리온과자033,SSG,1108
오리온,O034,오리온과자034,네이버쇼핑,1105
오리온,O035,오리온과자035,네이버쇼핑,1075
오리온,O036,오리온과자036,네이버쇼핑,1091
오리온,O037,오리온과자037,네이버쇼핑,1107
오리온,O038,오리온과자038,네이버쇼핑,1108
오리온,O044,오리온과자044,G마켓,1158
오리온,O044,오리온과자044,네이버쇼핑,1172
오리온,O045,오리온과자045,G마켓,1183
오리온,O045,오리온과자045,SSG,1214
오리온,O048,오리온과자048,네이버쇼핑,1196
오리온,O049,오리온과자049,네이버쇼핑,849
오리온,O049,오리온과자049,컬리,861
오리온,O049,오리온과자049,SSG,862
오리온,O049,오리온과자049,G마켓,885
