batch_date,mall_name,manufacturer,product_key,product_name,min_price,avg_price,max_price
2026-02-26,쿠팡,해태제과,H001,해태과자001,871,1017.2,1162
2026-02-26,쿠팡,해태제과,H002,해태과자002,884,1029.13,1173
2026-02-26,쿠팡,해태제과,H003,해태과자003,867,1010.87,1155
2026-02-26,쿠팡,해태제과,H004,해태과자004,896,1040.8,1186
2026-02-26,쿠팡,해태제과,H005,해태과자005,866,1010.87,1156
2026-02-26,쿠팡,해태제과,H006,해태과자006,899,1043.13,1188
2026-02-26,쿠팡,해태제과,H007,해태과자007,901,1045.87,1191
2026-02-26,쿠팡,해태제과,H008,해태과자008,908,1054.13,1200
2026-02-26,쿠팡,해태제과,H009,해태과자009,894,1039.03,1185
2026-02-26,쿠팡,해태제과,H010,해태과자010,931,1076.07,1221
2026-02-26,쿠팡,해태제과,H011,해태과자011,919,1064.83,1209
2026-02-26,쿠팡,해태제과,H012,해태과자012,899,1043.7,1189
2026-02-26,쿠팡,해태제과,H013,해태과자013,963,1107.23,1252
2026-02-26,쿠팡,해태제과,H014,해태과자014,908,1054.03,1198
2026-02-26,쿠팡,해태제과,H015,해태과자015,928,1072.1,1218
2026-02-26,쿠팡,해태제과,H016,해태과자016,915,1059.97,1204
2026-02-26,쿠팡,해태제과,H017,해태과자017,954,1098.2,1243
2026-02-26,쿠팡,해태제과,H018,해태과자018,968,1114.1,1259
2026-02-26,쿠팡,해태제과,H019,해태과자019,1004,1147.8,1294
2026-02-26,쿠팡,해태제과,H020,해태과자020,946,1090.87,1235
2026-02-26,쿠팡,해태제과,H021,해태과자021,987,1130.97,1276
2026-02-26,쿠팡,해태제과,H022,해태과자022,954,1098.9,1243
2026-02-26,쿠팡,해태제과,H023,해태과자023,1005,1151.13,1296
2026-02-26,쿠팡,해태제과,H024,해태과자024,1007,1152.87,1298
2026-02-26,쿠팡,해태제과,H025,해태과자025,980,1126.03,1271
2026-02-26,쿠팡,해태제과,H026,해태과자026,1004,1150.2,1296
2026-02-26,쿠팡,해태제과,H027,해태과자027,1011,1156.07,1301
2026-02-26,쿠팡,해태제과,H028,해태과자028,989,1134.0,1278
2026-02-26,쿠팡,해태제과,H029,해태과자029,1043,1187.1,1332
2026-02-26,쿠팡,해태제과,H030,해태과자030,1023,1167.0,1311
2026-02-26,쿠팡,해태제과,H031,해태과자031,1053,1199.03,1344
2026-02-26,쿠팡,해태제과,H032,해태과자032,1045,1190.97,1337
2026-02-26,쿠팡,해태제과,H033,해태과자033,1059,1202.8,1348
2026-02-26,쿠팡,해태제과,H034,해태과자034,1077,1223.0,1369
2026-02-26,쿠팡,해태제과,H035,해태과자035,1071,1214.67,1361
2026-02-26,쿠팡,해태제과,H036,해태과자036,1048,1192.93,1338
2026-02-26,쿠팡,해태제과,H037,해태과자037,1120,1266.0,1410
2026-02-26,쿠팡,해태제과,H038,해태과자038,1132,1276.03,1422
2026-02-26,쿠팡,해태제과,H039,해태과자039,1138,1281.57,1427
2026-02-26,쿠팡,해태제과,H040,해태과자040,1124,1270.13,1416
2026-02-26,쿠팡,해태제과,H041,해태과자041,1154,1300.03,1444
2026-02-26,쿠팡,해태제과,H042,해태과자042,1126,1270.2,1415
2026-02-26,쿠팡,해태제과,H043,해태과자043,1158,1302.0,1448
2026-02-26,쿠팡,해태제과,H044,해태과자044,1159,1305.03,1450
2026-02-26,쿠팡,해태제과,H045,해태과자045,1169,1313.0,1459
2026-02-26,쿠팡,해태제과,H046,해태과자046,1153,1297.97,1443
2026-02-26,쿠팡,해태제과,H047,해태과자047,1142,1287.8,1432
2026-02-26,쿠팡,해태제과,H048,해태과자048,1187,1331.77,1476
2026-02-26,쿠팡,해태제과,H049,해태과자049,817,963.2,1109
2026-02-26,쿠팡,롯데,L000,롯데과자000,864,1010.17,1155
2026-02-26,쿠팡,롯데,L001,롯데과자001,876,1021.87,1168
2026-02-26,쿠팡,롯데,L002,롯데과자002,858,1004.2,1150
2026-02-26,쿠팡,롯데,L003,롯데과자003,890,1034.03,1179
2026-02-26,쿠팡,롯데,L004,롯데과자004,859,1003.87,1149
2026-02-26,쿠팡,롯데,L005,롯데과자005,891,1036.03,1182
2026-02-26,쿠팡,롯데,L006,롯데과자006,895,1038.87,1184
2026-02-26,쿠팡,롯데,L007,롯데과자007,901,1047.07,1191
2026-02-26,쿠팡,롯데,L008,롯데과자008,887,1032.27,1178
2026-02-26,쿠팡,롯데,L009,롯데과자009,878,1022.03,1166
2026-02-26,쿠팡,롯데,L010,롯데과자010,913,1057.6,1203
2026-02-26,쿠팡,롯데,L011,롯데과자011,891,1037.0,1182
2026-02-26,쿠팡,롯데,L012,롯데과자012,954,1099.8,1245
2026-02-26,쿠팡,롯데,L013,롯데과자013,901,1046.97,1191
2026-02-26,쿠팡,롯데,L014,롯데과자014,919,1064.8,1211
2026-02-26,쿠팡,롯데,L015,롯데과자015,907,1053.27,1197
2026-02-26,쿠팡,롯데,L016,롯데과자016,946,1090.77,1237
2026-02-26,쿠팡,롯데,L017,롯데과자017,962,1107.07,1253
2026-02-26,쿠팡,롯데,L018,롯데과자018,995,1141.07,1287
2026-02-26,쿠팡,롯데,L019,롯데과자019,976,1120.0,1266
2026-02-26,쿠팡,롯데,L020,롯데과자020,978,1123.8,1268
2026-02-26,쿠팡,롯데,L021,롯데과자021,948,1091.9,1237
2026-02-26,쿠팡,롯데,L022,롯데과자022,998,1144.13,1289
2026-02-26,쿠팡,롯데,L023,롯데과자023,1002,1146.1,1290
2026-02-26,쿠팡,롯데,L024,롯데과자024,975,1118.93,1263
2026-02-26,쿠팡,롯데,L025,롯데과자025,997,1142.9,1287
2026-02-26,쿠팡,롯데,L026,롯데과자026,1005,1149.0,1294
2026-02-26,쿠팡,롯데,L027,롯데과자027,983,1126.8,1272
2026-02-26,쿠팡,롯데,L028,롯데과자028,1034,1180.07,1324
2026-02-26,쿠팡,롯데,L029,롯데과자029,1045,1189.33,1335
2026-02-26,쿠팡,롯데,L030,롯데과자030,1047,1191.9,1337
2026-02-26,쿠팡,롯데,L031,롯데과자031,1040,1183.93,1330
2026-02-26,쿠팡,롯데,L032,롯데과자032,1051,1196.03,1342
2026-02-26,쿠팡,롯데,L033,롯데과자033,1071,1216.0,1361
2026-02-26,쿠팡,롯데,L034,롯데과자034,1063,1207.87,1353
2026-02-26,쿠팡,롯데,L035,롯데과자035,1041,1186.27,1332
2026-02-26,쿠팡,롯데,L036,롯데과자036,1114,1259.07,1405
2026-02-26,쿠팡,롯데,L037,롯데과자037,1123,1269.0,1414
2026-02-26,쿠팡,롯데,L038,롯데과자038,1129,1275.23,1419
2026-02-26,쿠팡,롯데,L039,롯데과자039,1115,1260.9,1406
2026-02-26,쿠팡,롯데,L040,롯데과자040,1148,1293.07,1439
2026-02-26,쿠팡,롯데,L041,롯데과자041,1118,1263.13,1408
2026-02-26,쿠팡,롯데,L042,롯데과자042,1150,1294.9,1440
2026-02-26,쿠팡,롯데,L043,롯데과자043,1153,1297.8,1442
2026-02-26,쿠팡,롯데,L044,롯데과자044,1162,1306.07,1452
2026-02-26,쿠팡,롯데,L045,롯데과자045,1146,1290.93,1435
2026-02-26,쿠팡,롯데,L046,롯데과자046,1135,1280.9,1426
2026-02-26,쿠팡,롯데,L047,롯데과자047,1180,1324.7,1469
2026-02-26,쿠팡,롯데,L048,롯데과자048,1162,1305.73,1450
2026-02-26,쿠팡,롯데,L049,롯데과자049,794,939.17,1084
2026-02-26,쿠팡,농심,N000,농심과자000,806,950.93,1095
2026-02-26,쿠팡,농심,N001,농심과자001,846,991.0,1136
2026-02-26,쿠팡,농심,N002,농심과자002,815,958.9,1105
2026-02-26,쿠팡,농심,N003,농심과자003,865,1010.9,1156
2026-02-26,쿠팡,농심,N004,농심과자004,868,1013.23,1158
2026-02-26,쿠팡,농심,N005,농심과자005,841,986.07,1131
2026-02-26,쿠팡,농심,N006,농심과자006,864,1009.77,1155
2026-02-26,쿠팡,농심,N007,농심과자007,871,1015.77,1161
2026-02-26,쿠팡,농심,N008,농심과자008,848,993.83,1139
2026-02-26,쿠팡,농심,N009,농심과자009,902,1046.93,1191
2026-02-26,쿠팡,농심,N010,농심과자010,882,1026.73,1171
2026-02-26,쿠팡,농심,N011,농심과자011,914,1058.87,1204
2026-02-26,쿠팡,농심,N012,농심과자012,907,1051.23,1195
2026-02-26,쿠팡,농심,N013,농심과자013,918,1062.93,1207
2026-02-26,쿠팡,농심,N014,농심과자014,938,1082.97,1228
2026-02-26,쿠팡,농심,N015,농심과자015,930,1075.0,1221
2026-02-26,쿠팡,농심,N016,농심과자016,907,1052.87,1197
2026-02-26,쿠팡,농심,N017,농심과자017,981,1125.97,1271
2026-02-26,쿠팡,농심,N018,농심과자018,992,1135.9,1280
2026-02-26,쿠팡,농심,N019,농심과자019,997,1142.33,1288
2026-02-26,쿠팡,농심,N020,농심과자020,985,1130.3,1276
2026-02-26,쿠팡,농심,N021,농심과자021,1016,1159.83,1306
2026-02-26,쿠팡,농심,N022,농심과자022,984,1129.67,1274
2026-02-26,쿠팡,농심,N023,농심과자023,1016,1161.93,1308
2026-02-26,쿠팡,농심,N024,농심과자024,1019,1164.8,1310
2026-02-26,쿠팡,농심,N025,농심과자025,1029,1173.0,1317
2026-02-26,쿠팡,농심,N026,농심과자026,1014,1157.93,1302
2026-02-26,쿠팡,농심,N027,농심과자027,1004,1148.07,1294
2026-02-26,쿠팡,농심,N028,농심과자028,1047,1192.1,1338
2026-02-26,쿠팡,농심,N029,농심과자029,1029,1172.93,1318
2026-02-26,쿠팡,농심,N030,농심과자030,1080,1225.97,1371
2026-02-26,쿠팡,농심,N031,농심과자031,1028,1172.93,1317
2026-02-26,쿠팡,농심,N032,농심과자032,1045,1190.9,1337
2026-02-26,쿠팡,농심,N033,농심과자033,1035,1179.1,1324
2026-02-26,쿠팡,농심,N034,농심과자034,1073,1216.8,1363
2026-02-26,쿠팡,농심,N035,농심과자035,1087,1232.77,1378
2026-02-26,쿠팡,농심,N036,농심과자036,1121,1266.7,1411
2026-02-26,쿠팡,농심,N037,농심과자037,1102,1245.9,1390
2026-02-26,쿠팡,농심,N038,농심과자038,1071,1215.97,1361
2026-02-26,쿠팡,농심,N039,농심과자039,1131,1274.83,1419
2026-02-26,쿠팡,농심,N040,농심과자040,1125,1270.07,1415
2026-02-26,쿠팡,농심,N041,농심과자041,1127,1271.83,1417
2026-02-26,쿠팡,농심,N042,농심과자042,1100,1244.77,1391
2026-02-26,쿠팡,농심,N043,농심과자043,1125,1269.33,1415
2026-02-26,쿠팡,농심,N044,농심과자044,1130,1274.87,1420
2026-02-26,쿠팡,농심,N045,농심과자045,1107,1253.0,1399
2026-02-26,쿠팡,농심,N046,농심과자046,1162,1306.0,1450
2026-02-26,쿠팡,농심,N047,농심과자047,1171,1315.2,1461
2026-02-26,쿠팡,농심,N048,농심과자048,1182,1326.13,1471
2026-02-26,쿠팡,농심,N049,농심과자049,833,977.83,1123
2026-02-26,쿠팡,오리온,O000,오리온과자000,844,987.83,1132
2026-02-26,쿠팡,오리온,O001,오리온과자001,822,966.87,1113
2026-02-26,쿠팡,오리온,O002,오리온과자002,886,1030.0,1176
2026-02-26,쿠팡,오리온,O003,오리온과자003,832,977.2,1121
2026-02-26,쿠팡,오리온,O004,오리온과자004,849,995.03,1141
2026-02-26,쿠팡,오리온,O005,오리온과자005,837,983.1,1129
2026-02-26,쿠팡,오리온,O006,오리온과자006,875,1021.1,1165
2026-02-26,쿠팡,오리온,O007,오리온과자007,891,1036.87,1182
2026-02-26,쿠팡,오리온,O008,오리온과자008,925,1070.73,1217
2026-02-26,쿠팡,오리온,O009,오리온과자009,905,1049.8,1194
2026-02-26,쿠팡,오리온,O010,오리온과자010,910,1054.2,1200
2026-02-26,쿠팡,오리온,O011,오리온과자011,877,1021.93,1166
2026-02-26,쿠팡,오리온,O012,오리온과자012,930,1074.2,1219
2026-02-26,쿠팡,오리온,O013,오리온과자013,932,1076.0,1221
2026-02-26,쿠팡,오리온,O014,오리온과자014,904,1049.0,1193
2026-02-26,쿠팡,오리온,O015,오리온과자015,929,1073.03,1219
2026-02-26,쿠팡,오리온,O016,오리온과자016,933,1078.87,1224
2026-02-26,쿠팡,오리온,O017,오리온과자017,913,1056.97,1201
2026-02-26,쿠팡,오리온,O018,오리온과자018,965,1109.7,1255
2026-02-26,쿠팡,오리온,O019,오리온과자019,974,1119.13,1265
2026-02-26,쿠팡,오리온,O020,오리온과자020,976,1121.9,1268
2026-02-26,쿠팡,오리온,O021,오리온과자021,968,1113.7,1258
2026-02-26,쿠팡,오리온,O022,오리온과자022,981,1126.1,1271
2026-02-26,쿠팡,오리온,O023,오리온과자023,1001,1146.07,1292
2026-02-26,쿠팡,오리온,O024,오리온과자024,994,1137.87,1283
2026-02-26,쿠팡,오리온,O025,오리온과자025,972,1116.0,1262
2026-02-26,쿠팡,오리온,O026,오리온과자026,1045,1189.17,1334
2026-02-26,쿠팡,오리온,O027,오리온과자027,1055,1198.83,1343
2026-02-26,쿠팡,오리온,O028,오리온과자028,1059,1204.9,1351
2026-02-26,쿠팡,오리온,O029,오리온과자029,1047,1191.03,1336
2026-02-26,쿠팡,오리온,O030,오리온과자030,1078,1222.93,1369
2026-02-26,쿠팡,오리온,O031,오리온과자031,1048,1192.77,1339
2026-02-26,쿠팡,오리온,O032,오리온과자032,1080,1225.17,1370
2026-02-26,쿠팡,오리온,O033,오리온과자033,1084,1228.1,1374
2026-02-26,쿠팡,오리온,O034,오리온과자034,1090,1235.8,1382
2026-02-26,쿠팡,오리온,O035,오리온과자035,1076,1221.27,1365
2026-02-26,쿠팡,오리온,O036,오리온과자036,1067,1211.37,1355
2026-02-26,쿠팡,오리온,O037,오리온과자037,1110,1254.97,1401
2026-02-26,쿠팡,오리온,O038,오리온과자038,1091,1235.97,1382
2026-02-26,쿠팡,오리온,O039,오리온과자039,1075,1218.93,1364
2026-02-26,쿠팡,오리온,O040,오리온과자040,1091,1235.7,1381
2026-02-26,쿠팡,오리온,O041,오리온과자041,1109,1254.03,1398
2026-02-26,쿠팡,오리온,O042,오리온과자042,1098,1241.73,1387
2026-02-26,쿠팡,오리온,O043,오리온과자043,1136,1279.87,1426
2026-02-26,쿠팡,오리온,O044,오리온과자044,1152,1295.93,1440
2026-02-26,쿠팡,오리온,O045,오리온과자045,1184,1329.97,1476
2026-02-26,쿠팡,오리온,O046,오리온과자046,1164,1309.03,1455
2026-02-26,쿠팡,오리온,O047,오리온과자047,1134,1278.83,1423
2026-02-26,쿠팡,오리온,O048,오리온과자048,1192,1337.97,1482
2026-02-26,쿠팡,오리온,O049,오리온과자049,866,1010.13,1156
2026-02-27,쿠팡,빙그레,B000,빙그레과자000,834,977.67,1122
2026-02-27,쿠팡,빙그레,B001,빙그레과자001,844,989.03,1133
2026-02-27,쿠팡,빙그레,B002,빙그레과자002,847,993.07,1139
2026-02-27,쿠팡,빙그레,B003,빙그레과자003,830,975.1,1119
2026-02-27,쿠팡,빙그레,B004,빙그레과자004,870,1015.0,1159
2026-02-27,쿠팡,빙그레,B005,빙그레과자005,839,983.3,1127
2026-02-27,쿠팡,빙그레,B006,빙그레과자006,890,1034.9,1179
2026-02-27,쿠팡,빙그레,B007,빙그레과자007,890,1036.27,1182
2026-02-27,쿠팡,빙그레,B008,빙그레과자008,864,1009.83,1154
2026-02-27,쿠팡,빙그레,B009,빙그레과자009,890,1034.07,1180
2026-02-27,쿠팡,빙그레,B010,빙그레과자010,911,1056.0,1202
2026-02-27,쿠팡,빙그레,B011,빙그레과자011,919,1065.1,1211
2026-02-27,쿠팡,빙그레,B012,빙그레과자012,948,1093.1,1237
2026-02-27,쿠팡,빙그레,B013,빙그레과자013,905,1050.93,1195
2026-02-27,쿠팡,빙그레,B014,빙그레과자014,936,1082.4,1228
2026-02-27,쿠팡,빙그레,B015,빙그레과자015,930,1075.13,1221
2026-02-27,쿠팡,빙그레,B016,빙그레과자016,943,1087.03,1231
2026-02-27,쿠팡,빙그레,B017,빙그레과자017,962,1106.9,1252
2026-02-27,쿠팡,빙그레,B018,빙그레과자018,953,1098.77,1244
2026-02-27,쿠팡,빙그레,B019,빙그레과자019,932,1077.0,1223
2026-02-27,쿠팡,빙그레,B020,빙그레과자020,999,1142.93,1288
2026-02-27,쿠팡,빙그레,B021,빙그레과자021,1014,1159.93,1306
2026-02-27,쿠팡,빙그레,B022,빙그레과자022,1026,1172.27,1316
2026-02-27,쿠팡,빙그레,B023,빙그레과자023,1010,1154.0,1298
2026-02-27,쿠팡,빙그레,B024,빙그레과자024,1040,1184.23,1329
2026-02-27,쿠팡,빙그레,B025,빙그레과자025,1008,1154.1,1300
2026-02-27,쿠팡,빙그레,B026,빙그레과자026,1042,1185.87,1330
2026-02-27,쿠팡,빙그레,B027,빙그레과자027,1043,1188.97,1333
2026-02-27,쿠팡,빙그레,B028,빙그레과자028,1052,1196.27,1342
2026-02-27,쿠팡,빙그레,B029,빙그레과자029,1036,1182.13,1327
2026-02-27,쿠팡,빙그레,B030,빙그레과자030,1074,1218.97,1364
2026-02-27,쿠팡,빙그레,B031,빙그레과자031,1063,1208.27,1354
2026-02-27,쿠팡,빙그레,B032,빙그레과자032,1042,1187.1,1331
2026-02-27,쿠팡,빙그레,B033,빙그레과자033,1105,1250.1,1395
2026-02-27,쿠팡,빙그레,B034,빙그레과자034,1052,1196.83,1341
2026-02-27,쿠팡,빙그레,B035,빙그레과자035,1070,1214.47,1360
2026-02-27,쿠팡,빙그레,B036,빙그레과자036,1057,1203.17,1349
2026-02-27,쿠팡,빙그레,B037,빙그레과자037,1095,1241.13,1386
2026-02-27,쿠팡,빙그레,B038,빙그레과자038,1111,1257.17,1403
2026-02-27,쿠팡,빙그레,B039,빙그레과자039,1146,1290.97,1436
2026-02-27,쿠팡,빙그레,B040,빙그레과자040,1089,1233.87,1379
2026-02-27,쿠팡,빙그레,B041,빙그레과자041,1130,1274.13,1418
2026-02-27,쿠팡,빙그레,B042,빙그레과자042,1096,1241.67,1388
2026-02-27,쿠팡,빙그레,B043,빙그레과자043,1148,1293.97,1439
2026-02-27,쿠팡,빙그레,B044,빙그레과자044,1152,1296.4,1442
2026-02-27,쿠팡,빙그레,B045,빙그레과자045,1125,1268.9,1414
2026-02-27,쿠팡,빙그레,B046,빙그레과자046,1149,1293.13,1439
2026-02-27,쿠팡,빙그레,B047,빙그레과자047,1153,1298.87,1443
2026-02-27,쿠팡,빙그레,B048,빙그레과자048,1133,1277.4,1423
2026-02-27,쿠팡,빙그레,B049,빙그레과자049,834,979.47,1124
2026-02-27,쿠팡,해태제과,H000,해태과자000,856,1001.77,1146
2026-02-27,쿠팡,해태제과,H001,해태과자001,873,1019.0,1165
2026-02-27,쿠팡,해태제과,H002,해태과자002,886,1031.6,1176
2026-02-27,쿠팡,해태제과,H003,해태과자003,869,1014.1,1158
2026-02-27,쿠팡,해태제과,H004,해태과자004,898,1043.9,1189
2026-02-27,쿠팡,해태제과,H005,해태과자005,868,1014.3,1158
2026-02-27,쿠팡,해태제과,H006,해태과자006,901,1045.87,1191
2026-02-27,쿠팡,해태제과,H007,해태과자007,903,1047.8,1193
2026-02-27,쿠팡,해태제과,H008,해태과자008,911,1055.93,1202
2026-02-27,쿠팡,해태제과,H009,해태과자009,898,1041.8,1186
2026-02-27,쿠팡,해태제과,H010,해태과자010,933,1079.1,1225
2026-02-27,쿠팡,해태제과,H011,해태과자011,924,1067.8,1212
2026-02-27,쿠팡,해태제과,H012,해태과자012,902,1046.97,1193
2026-02-27,쿠팡,해태제과,H013,해태과자013,965,1110.27,1256
2026-02-27,쿠팡,해태제과,H014,해태과자014,912,1055.97,1201
2026-02-27,쿠팡,해태제과,H015,해태과자015,928,1074.2,1220
2026-02-27,쿠팡,해태제과,H016,해태과자016,916,1062.07,1208
2026-02-27,쿠팡,해태제과,H017,해태과자017,955,1100.7,1245
2026-02-27,쿠팡,해태제과,H018,해태과자018,971,1117.0,1263
2026-02-27,쿠팡,해태제과,H019,해태과자019,1006,1151.13,1296
2026-02-27,쿠팡,해태제과,H020,해태과자020,948,1094.03,1239
2026-02-27,쿠팡,해태제과,H021,해태과자021,989,1132.77,1277
2026-02-27,쿠팡,해태제과,H022,해태과자022,957,1100.93,1247
2026-02-27,쿠팡,해태제과,H023,해태과자023,1008,1153.73,1298
2026-02-27,쿠팡,해태제과,H024,해태과자024,1010,1156.1,1302
2026-02-27,쿠팡,해태제과,H025,해태과자025,984,1129.1,1274
2026-02-27,쿠팡,해태제과,H026,해태과자026,1007,1153.13,1298
2026-02-27,쿠팡,해태제과,H027,해태과자027,1014,1158.9,1303
2026-02-27,쿠팡,해태제과,H028,해태과자028,990,1135.97,1280
2026-02-27,쿠팡,해태제과,H029,해태과자029,1044,1189.0,1333
2026-02-27,쿠팡,해태제과,H030,해태과자030,1024,1169.8,1316
2026-02-27,쿠팡,해태제과,H031,해태과자031,1056,1202.07,1348
2026-02-27,쿠팡,해태제과,H032,해태과자032,1049,1194.0,1338
2026-02-27,쿠팡,해태제과,H033,해태과자033,1060,1205.93,1350
2026-02-27,쿠팡,해태제과,H034,해태과자034,1082,1225.97,1371
2026-02-27,쿠팡,해태제과,H035,해태과자035,1071,1217.03,1361
2026-02-27,쿠팡,해태제과,H036,해태과자036,1051,1195.0,1340
2026-02-27,쿠팡,해태제과,H037,해태과자037,1124,1268.53,1414
2026-02-27,쿠팡,해태제과,H038,해태과자038,1134,1279.1,1424
2026-02-27,쿠팡,해태제과,H039,해태과자039,1140,1285.03,1430
2026-02-27,쿠팡,해태제과,H040,해태과자040,1127,1272.77,1417
2026-02-27,쿠팡,해태제과,H041,해태과자041,1157,1303.03,1448
2026-02-27,쿠팡,해태제과,H042,해태과자042,1127,1271.9,1418
2026-02-27,쿠팡,해태제과,H043,해태과자043,1160,1303.97,1450
2026-02-27,쿠팡,해태제과,H044,해태과자044,1164,1307.67,1452
2026-02-27,쿠팡,해태제과,H045,해태과자045,1172,1316.33,1462
2026-02-27,쿠팡,해태제과,H046,해태과자046,1157,1301.03,1445
2026-02-27,쿠팡,해태제과,H047,해태과자047,1147,1290.97,1435
2026-02-27,쿠팡,해태제과,H048,해태과자048,1189,1334.97,1481
2026-02-27,쿠팡,해태제과,H049,해태과자049,820,964.8,1109
2026-02-27,쿠팡,롯데,L000,롯데과자000,868,1012.77,1157
2026-02-27,쿠팡,롯데,L001,롯데과자001,879,1024.83,1171
2026-02-27,쿠팡,롯데,L002,롯데과자002,861,1006.97,1151
2026-02-27,쿠팡,롯데,L003,롯데과자003,893,1036.73,1182
2026-02-27,쿠팡,롯데,L004,롯데과자004,863,1007.1,1153
2026-02-27,쿠팡,롯데,L005,롯데과자005,894,1039.2,1183
2026-02-27,쿠팡,롯데,L006,롯데과자006,896,1041.9,1188
2026-02-27,쿠팡,롯데,L007,롯데과자007,904,1050.07,1196
2026-02-27,쿠팡,롯데,L008,롯데과자008,890,1034.9,1180
2026-02-27,쿠팡,롯데,L009,롯데과자009,881,1024.93,1169
2026-02-27,쿠팡,롯데,L010,롯데과자010,916,1060.87,1206
2026-02-27,쿠팡,롯데,L011,롯데과자011,894,1040.0,1185
2026-02-27,쿠팡,롯데,L012,롯데과자012,957,1102.93,1247
2026-02-27,쿠팡,롯데,L013,롯데과자013,906,1050.17,1196
2026-02-27,쿠팡,롯데,L014,롯데과자014,924,1068.07,1213
2026-02-27,쿠팡,롯데,L015,롯데과자015,912,1056.13,1202
2026-02-27,쿠팡,롯데,L016,롯데과자016,949,1094.1,1239
2026-02-27,쿠팡,롯데,L017,롯데과자017,964,1110.1,1256
2026-02-27,쿠팡,롯데,L018,롯데과자018,1000,1144.0,1288
