batch_date,mall_name,manufacturer,product_key,product_name,min_price,avg_price,max_price
2026-03-04,네이버쇼핑,빙그레,B030,빙그레과자030,1046,1191.9,1336
2026-03-04,네이버쇼핑,빙그레,B031,빙그레과자031,1058,1203.9,1349
2026-03-04,네이버쇼핑,빙그레,B032,빙그레과자032,1063,1208.23,1352
2026-03-04,네이버쇼핑,빙그레,B033,빙그레과자033,1114,1257.93,1403
2026-03-04,네이버쇼핑,빙그레,B034,빙그레과자034,1101,1245.8,1390
2026-03-04,네이버쇼핑,빙그레,B035,빙그레과자035,1134,1278.2,1424
2026-03-04,네이버쇼핑,빙그레,B036,빙그레과자036,1100,1243.97,1390
2026-03-04,네이버쇼핑,빙그레,B037,빙그레과자037,1138,1284.17,1428
2026-03-04,네이버쇼핑,빙그레,B038,빙그레과자038,1121,1265.23,1411
2026-03-04,네이버쇼핑,빙그레,B039,빙그레과자039,1164,1308.97,1454
2026-03-04,네이버쇼핑,빙그레,B040,빙그레과자040,1120,1263.83,1408
2026-03-04,네이버쇼핑,빙그레,B041,빙그레과자041,1118,1261.87,1407
2026-03-04,네이버쇼핑,빙그레,B042,빙그레과자042,1155,1299.1,1444
2026-03-04,네이버쇼핑,빙그레,B043,빙그레과자043,1170,1313.93,1460
2026-03-04,네이버쇼핑,빙그레,B044,빙그레과자044,1182,1326.07,1471
2026-03-04,네이버쇼핑,빙그레,B045,빙그레과자045,1206,1351.6,1498
2026-03-04,네이버쇼핑,빙그레,B046,빙그레과자046,1183,1328.1,1472
2026-03-04,네이버쇼핑,빙그레,B047,빙그레과자047,1169,1314.07,1460
2026-03-04,네이버쇼핑,빙그레,B048,빙그레과자048,1184,1329.27,1474
2026-03-04,네이버쇼핑,빙그레,B049,빙그레과자049,823,968.9,1114
2026-03-04,네이버쇼핑,해태제과,H000,해태과자000,863,1008.07,1154
2026-03-04,네이버쇼핑,해태제과,H001,해태과자001,897,1041.3,1185
2026-03-04,네이버쇼핑,해태제과,H002,해태과자002,876,1020.7,1165
2026-03-04,네이버쇼핑,해태제과,H003,해태과자003,855,1000.97,1147
2026-03-04,네이버쇼핑,해태제과,H004,해태과자004,878,1023.6,1169
2026-03-04,네이버쇼핑,해태제과,H005,해태과자005,870,1015.27,1160
2026-03-04,네이버쇼핑,해태제과,H006,해태과자006,868,1012.03,1156
2026-03-04,네이버쇼핑,해태제과,H007,해태과자007,878,1022.13,1167
2026-03-04,네이버쇼핑,해태제과,H008,해태과자008,905,1050.9,1196
2026-03-04,네이버쇼핑,해태제과,H009,해태과자009,882,1027.9,1174
2026-03-04,네이버쇼핑,해태제과,H010,해태과자010,906,1051.0,1196
2026-03-04,네이버쇼핑,해태제과,H011,해태과자011,919,1063.03,1209
2026-03-04,네이버쇼핑,해태제과,H012,해태과자012,922,1067.67,1212
2026-03-04,네이버쇼핑,해태제과,H013,해태과자013,972,1116.93,1263
2026-03-04,네이버쇼핑,해태제과,H014,해태과자014,956,1102.2,1248
2026-03-04,네이버쇼핑,해태제과,H015,해태과자015,992,1137.03,1283
2026-03-04,네이버쇼핑,해태제과,H016,해태과자016,960,1104.07,1248
2026-03-04,네이버쇼핑,해태제과,H017,해태과자017,999,1143.1,1288
2026-03-04,네이버쇼핑,해태제과,H018,해태과자018,980,1124.0,1268
2026-03-04,네이버쇼핑,해태제과,H019,해태과자019,1025,1169.27,1315
2026-03-04,네이버쇼핑,해태제과,H020,해태과자020,978,1123.13,1267
2026-03-04,네이버쇼핑,해태제과,H021,해태과자021,974,1118.1,1263
2026-03-04,네이버쇼핑,해태제과,H022,해태과자022,1012,1157.87,1302
2026-03-04,네이버쇼핑,해태제과,H023,해태과자023,1028,1173.87,1318
2026-03-04,네이버쇼핑,해태제과,H024,해태과자024,1039,1184.9,1329
2026-03-04,네이버쇼핑,해태제과,H025,해태과자025,1067,1210.93,1356
2026-03-04,네이버쇼핑,해태제과,H026,해태과자026,1044,1188.03,1334
2026-03-04,네이버쇼핑,해태제과,H027,해태과자027,1028,1173.17,1319
2026-03-04,네이버쇼핑,해태제과,H028,해태과자028,1040,1184.83,1329
2026-03-04,네이버쇼핑,해태제과,H029,해태과자029,1034,1178.0,1322
2026-03-04,네이버쇼핑,해태제과,H030,해태과자030,1081,1224.77,1371
2026-03-04,네이버쇼핑,해태제과,H031,해태과자031,1081,1226.8,1373
2026-03-04,네이버쇼핑,해태제과,H032,해태과자032,1061,1205.0,1350
2026-03-04,네이버쇼핑,해태제과,H033,해태과자033,1055,1199.07,1345
2026-03-04,네이버쇼핑,해태제과,H034,해태과자034,1100,1245.07,1391
2026-03-04,네이버쇼핑,해태제과,H035,해태과자035,1098,1243.03,1389
2026-03-04,네이버쇼핑,해태제과,H036,해태과자036,1083,1227.8,1373
2026-03-04,네이버쇼핑,해태제과,H037,해태과자037,1109,1253.13,1398
2026-03-04,네이버쇼핑,해태제과,H038,해태과자038,1084,1229.8,1375
2026-03-04,네이버쇼핑,해태제과,H039,해태과자039,1111,1256.13,1402
2026-03-04,네이버쇼핑,해태제과,H040,해태과자040,1116,1262.13,1406
2026-03-04,네이버쇼핑,해태제과,H041,해태과자041,1140,1284.0,1430
2026-03-04,네이버쇼핑,해태제과,H042,해태과자042,1127,1271.23,1416
2026-03-04,네이버쇼핑,해태제과,H043,해태과자043,1123,1267.97,1413
2026-03-04,네이버쇼핑,해태제과,H044,해태과자044,1138,1282.0,1428
2026-03-04,네이버쇼핑,해태제과,H045,해태과자045,1165,1310.7,1456
2026-03-04,네이버쇼핑,해태제과,H046,해태과자046,1142,1288.0,1433
2026-03-04,네이버쇼핑,해태제과,H047,해태과자047,1158,1303.9,1450
2026-03-04,네이버쇼핑,해태제과,H048,해태과자048,1174,1318.87,1463
2026-03-04,네이버쇼핑,해태제과,H049,해태과자049,822,966.17,1110
2026-03-04,네이버쇼핑,롯데,L000,롯데과자000,889,1035.23,1181
2026-03-04,네이버쇼핑,롯데,L001,롯데과자001,871,1015.2,1160
2026-03-04,네이버쇼핑,롯데,L002,롯데과자002,850,996.07,1142
2026-03-04,네이버쇼핑,롯데,L003,롯데과자003,872,1017.9,1163
2026-03-04,네이버쇼핑,롯데,L004,롯데과자004,865,1008.9,1155
2026-03-04,네이버쇼핑,롯데,L005,롯데과자005,861,1006.07,1151
2026-03-04,네이버쇼핑,롯데,L006,롯데과자006,876,1020.03,1164
2026-03-04,네이버쇼핑,롯데,L007,롯데과자007,900,1045.1,1191
2026-03-04,네이버쇼핑,롯데,L008,롯데과자008,878,1022.0,1166
2026-03-04,네이버쇼핑,롯데,L009,롯데과자009,892,1037.87,1182
2026-03-04,네이버쇼핑,롯데,L010,롯데과자010,912,1056.87,1201
2026-03-04,네이버쇼핑,롯데,L011,롯데과자011,917,1061.87,1208
2026-03-04,네이버쇼핑,롯데,L012,롯데과자012,967,1111.1,1257
2026-03-04,네이버쇼핑,롯데,L013,롯데과자013,955,1099.73,1245
2026-03-04,네이버쇼핑,롯데,L014,롯데과자014,985,1130.73,1275
2026-03-04,네이버쇼핑,롯데,L015,롯데과자015,953,1098.07,1243
2026-03-04,네이버쇼핑,롯데,L016,롯데과자016,992,1137.93,1282
2026-03-04,네이버쇼핑,롯데,L017,롯데과자017,973,1117.97,1264
2026-03-04,네이버쇼핑,롯데,L018,롯데과자018,1017,1163.1,1309
2026-03-04,네이버쇼핑,롯데,L019,롯데과자019,1013,1158.9,1305
2026-03-04,네이버쇼핑,롯데,L020,롯데과자020,971,1115.9,1261
2026-03-04,네이버쇼핑,롯데,L021,롯데과자021,1007,1151.83,1298
2026-03-04,네이버쇼핑,롯데,L022,롯데과자022,1022,1167.83,1312
2026-03-04,네이버쇼핑,롯데,L023,롯데과자023,1034,1179.67,1324
2026-03-04,네이버쇼핑,롯데,L024,롯데과자024,1061,1205.2,1350
2026-03-04,네이버쇼핑,롯데,L025,롯데과자025,1037,1182.03,1327
2026-03-04,네이버쇼핑,롯데,L026,롯데과자026,1022,1166.67,1312
2026-03-04,네이버쇼핑,롯데,L027,롯데과자027,1038,1183.03,1327
2026-03-04,네이버쇼핑,롯데,L028,롯데과자028,1028,1171.87,1316
2026-03-04,네이버쇼핑,롯데,L029,롯데과자029,1058,1203.9,1349
2026-03-04,네이버쇼핑,롯데,L030,롯데과자030,1077,1222.23,1367
2026-03-04,네이버쇼핑,롯데,L031,롯데과자031,1053,1198.87,1344
2026-03-04,네이버쇼핑,롯데,L032,롯데과자032,1047,1193.17,1338
2026-03-04,네이버쇼핑,롯데,L033,롯데과자033,1095,1239.0,1385
2026-03-04,네이버쇼핑,롯데,L034,롯데과자034,1097,1241.03,1385
2026-03-04,네이버쇼핑,롯데,L035,롯데과자035,1077,1221.97,1367
2026-03-04,네이버쇼핑,롯데,L036,롯데과자036,1102,1247.07,1393
2026-03-04,네이버쇼핑,롯데,L037,롯데과자037,1080,1225.03,1370
2026-03-04,네이버쇼핑,롯데,L038,롯데과자038,1105,1249.97,1394
2026-03-04,네이버쇼핑,롯데,L039,롯데과자039,1133,1277.1,1421
2026-03-04,네이버쇼핑,롯데,L040,롯데과자040,1132,1277.83,1423
2026-03-04,네이버쇼핑,롯데,L041,롯데과자041,1123,1268.93,1413
2026-03-04,네이버쇼핑,롯데,L042,롯데과자042,1118,1262.1,1408
2026-03-04,네이버쇼핑,롯데,L043,롯데과자043,1130,1275.73,1422
2026-03-04,네이버쇼핑,롯데,L044,롯데과자044,1160,1305.8,1451
2026-03-04,네이버쇼핑,롯데,L045,롯데과자045,1138,1281.83,1427
2026-03-04,네이버쇼핑,롯데,L046,롯데과자046,1154,1297.93,1442
2026-03-04,네이버쇼핑,롯데,L047,롯데과자047,1169,1313.2,1457
2026-03-04,네이버쇼핑,롯데,L048,롯데과자048,1170,1314.07,1459
2026-03-04,네이버쇼핑,롯데,L049,롯데과자049,817,963.03,1109
2026-03-04,네이버쇼핑,농심,N000,농심과자000,834,979.93,1125
2026-03-04,네이버쇼핑,농심,N001,농심과자001,835,978.93,1123
2026-03-04,네이버쇼핑,농심,N002,농심과자002,875,1018.93,1163
2026-03-04,네이버쇼핑,농심,N003,농심과자003,889,1034.9,1181
2026-03-04,네이버쇼핑,농심,N004,농심과자004,903,1047.23,1191
2026-03-04,네이버쇼핑,농심,N005,농심과자005,926,1071.93,1218
2026-03-04,네이버쇼핑,농심,N006,농심과자006,903,1048.9,1193
2026-03-04,네이버쇼핑,농심,N007,농심과자007,884,1029.77,1174
2026-03-04,네이버쇼핑,농심,N008,농심과자008,901,1045.93,1192
2026-03-04,네이버쇼핑,농심,N009,농심과자009,894,1039.1,1183
2026-03-04,네이버쇼핑,농심,N010,농심과자010,942,1085.7,1231
2026-03-04,네이버쇼핑,농심,N011,농심과자011,943,1088.8,1233
2026-03-04,네이버쇼핑,농심,N012,농심과자012,920,1066.13,1211
2026-03-04,네이버쇼핑,농심,N013,농심과자013,915,1059.97,1206
2026-03-04,네이버쇼핑,농심,N014,농심과자014,958,1102.2,1246
2026-03-04,네이버쇼핑,농심,N015,농심과자015,959,1103.97,1249
2026-03-04,네이버쇼핑,농심,N016,농심과자016,945,1089.33,1234
2026-03-04,네이버쇼핑,농심,N017,농심과자017,968,1114.17,1259
2026-03-04,네이버쇼핑,농심,N018,농심과자018,947,1092.17,1238
2026-03-04,네이버쇼핑,농심,N019,농심과자019,973,1116.9,1262
2026-03-04,네이버쇼핑,농심,N020,농심과자020,979,1123.2,1268
2026-03-04,네이버쇼핑,농심,N021,농심과자021,997,1140.8,1285
2026-03-04,네이버쇼핑,농심,N022,농심과자022,987,1132.0,1276
2026-03-04,네이버쇼핑,농심,N023,농심과자023,983,1129.17,1274
2026-03-04,네이버쇼핑,농심,N024,농심과자024,999,1143.13,1288
2026-03-04,네이버쇼핑,농심,N025,농심과자025,1029,1172.87,1318
2026-03-04,네이버쇼핑,농심,N026,농심과자026,1003,1148.9,1293
2026-03-04,네이버쇼핑,농심,N027,농심과자027,1019,1164.97,1310
2026-03-04,네이버쇼핑,농심,N028,농심과자028,1030,1175.77,1320
2026-03-04,네이버쇼핑,농심,N029,농심과자029,1033,1177.23,1323
2026-03-04,네이버쇼핑,농심,N030,농심과자030,1090,1234.0,1378
2026-03-04,네이버쇼핑,농심,N031,농심과자031,1077,1222.73,1367
2026-03-04,네이버쇼핑,농심,N032,농심과자032,1114,1259.0,1403
2026-03-04,네이버쇼핑,농심,N033,농심과자033,1080,1224.8,1369
2026-03-04,네이버쇼핑,농심,N034,농심과자034,1120,1265.13,1411
2026-03-04,네이버쇼핑,농심,N035,농심과자035,1096,1240.87,1386
2026-03-04,네이버쇼핑,농심,N036,농심과자036,1141,1285.57,1432
2026-03-04,네이버쇼핑,농심,N037,농심과자037,1137,1282.1,1427
2026-03-04,네이버쇼핑,농심,N038,농심과자038,1157,1302.97,1449
2026-03-04,네이버쇼핑,농심,N039,농심과자039,1118,1264.1,1409
2026-03-04,네이버쇼핑,농심,N040,농심과자040,1149,1295.07,1441
2026-03-04,네이버쇼핑,농심,N041,농심과자041,1161,1306.97,1452
2026-03-04,네이버쇼핑,농심,N042,농심과자042,1183,1328.17,1474
2026-03-04,네이버쇼핑,농심,N043,농심과자043,1159,1305.03,1450
2026-03-04,네이버쇼핑,농심,N044,농심과자044,1144,1289.8,1434
2026-03-04,네이버쇼핑,농심,N045,농심과자045,1161,1306.23,1450
2026-03-04,네이버쇼핑,농심,N046,농심과자046,1156,1299.67,1444
2026-03-04,네이버쇼핑,농심,N047,농심과자047,1186,1331.03,1477
2026-03-04,네이버쇼핑,농심,N048,농심과자048,1159,1303.13,1447
2026-03-04,네이버쇼핑,농심,N049,농심과자049,806,951.63,1098
2026-03-04,네이버쇼핑,오리온,O000,오리온과자000,838,982.77,1128
2026-03-04,네이버쇼핑,오리온,O001,오리온과자001,843,988.07,1132
2026-03-04,네이버쇼핑,오리온,O002,오리온과자002,893,1036.9,1183
2026-03-04,네이버쇼핑,오리온,O003,오리온과자003,880,1025.8,1172
2026-03-04,네이버쇼핑,오리온,O004,오리온과자004,917,1061.17,1206
2026-03-04,네이버쇼핑,오리온,O005,오리온과자005,883,1028.07,1174
2026-03-04,네이버쇼핑,오리온,O006,오리온과자006,924,1067.87,1214
2026-03-04,네이버쇼핑,오리온,O007,오리온과자007,898,1044.13,1188
2026-03-04,네이버쇼핑,오리온,O008,오리온과자008,943,1089.27,1235
2026-03-04,네이버쇼핑,오리온,O009,오리온과자009,940,1084.8,1229
2026-03-04,네이버쇼핑,오리온,O010,오리온과자010,898,1042.0,1187
2026-03-04,네이버쇼핑,오리온,O011,오리온과자011,937,1082.0,1228
2026-03-04,네이버쇼핑,오리온,O012,오리온과자012,952,1098.1,1243
2026-03-04,네이버쇼핑,오리온,O013,오리온과자013,966,1110.1,1256
2026-03-04,네이버쇼핑,오리온,O014,오리온과자014,986,1130.9,1275
2026-03-04,네이버쇼핑,오리온,O015,오리온과자015,963,1108.0,1252
2026-03-04,네이버쇼핑,오리온,O016,오리온과자016,949,1093.1,1239
2026-03-04,네이버쇼핑,오리온,O017,오리온과자017,964,1109.07,1254
2026-03-04,네이버쇼핑,오리온,O018,오리온과자018,956,1102.13,1248
2026-03-04,네이버쇼핑,오리온,O019,오리온과자019,988,1134.0,1278
2026-03-04,네이버쇼핑,오리온,O020,오리온과자020,1008,1152.1,1297
2026-03-04,네이버쇼핑,오리온,O021,오리온과자021,979,1124.97,1269
2026-03-04,네이버쇼핑,오리온,O022,오리온과자022,974,1119.1,1264
2026-03-04,네이버쇼핑,오리온,O023,오리온과자023,1019,1164.97,1311
2026-03-04,네이버쇼핑,오리온,O024,오리온과자024,1023,1167.1,1313
2026-03-04,네이버쇼핑,오리온,O025,오리온과자025,1006,1151.8,1296
2026-03-04,네이버쇼핑,오리온,O026,오리온과자026,1032,1176.77,1321
2026-03-04,네이버쇼핑,오리온,O027,오리온과자027,1009,1155.07,1300
2026-03-04,네이버쇼핑,오리온,O028,오리온과자028,1032,1176.1,1321
2026-03-04,네이버쇼핑,오리온,O029,오리온과자029,1057,1202.93,1348
2026-03-04,네이버쇼핑,오리온,O030,오리온과자030,1059,1204.0,1349
2026-03-04,네이버쇼핑,오리온,O031,오리온과자031,1051,1195.2,1339
2026-03-04,네이버쇼핑,오리온,O032,오리온과자032,1048,1192.1,1338
2026-03-04,네이버쇼핑,오리온,O033,오리온과자033,1061,1205.97,1350
2026-03-04,네이버쇼핑,오리온,O034,오리온과자034,1092,1236.17,1381
2026-03-04,네이버쇼핑,오리온,O035,오리온과자035,1062,1207.87,1353
2026-03-04,네이버쇼핑,오리온,O036,오리온과자036,1080,1223.93,1369
2026-03-04,네이버쇼핑,오리온,O037,오리온과자037,1094,1238.77,1383
2026-03-04,네이버쇼핑,오리온,O038,오리온과자038,1095,1240.03,1384
2026-03-04,네이버쇼핑,오리온,O039,오리온과자039,1099,1242.97,1387
2026-03-04,네이버쇼핑,오리온,O040,오리온과자040,1140,1285.7,1430
2026-03-04,네이버쇼핑,오리온,O041,오리온과자041,1177,1322.03,1468
2026-03-04,네이버쇼핑,오리온,O042,오리온과자042,1138,1283.83,1428
2026-03-04,네이버쇼핑,오리온,O043,오리온과자043,1180,1324.0,1470
2026-03-04,네이버쇼핑,오리온,O044,오리온과자044,1160,1304.2,1449
2026-03-04,네이버쇼핑,오리온,O045,오리온과자045,1205,1349.1,1495
2026-03-04,네이버쇼핑,오리온,O046,오리온과자046,1201,1345.07,1491
2026-03-04,네이버쇼핑,오리온,O047,오리온과자047,1222,1366.17,1510
2026-03-04,네이버쇼핑,오리온,O048,오리온과자048,1181,1326.63,1472
2026-03-04,네이버쇼핑,오리온,O049,오리온과자049,836,981.97,1126
2026-03-05,네이버쇼핑,빙그레,B000,빙그레과자000,856,1001.8,1146
2026-03-05,네이버쇼핑,빙그레,B001,빙그레과자001,869,1013.87,1158
2026-03-05,네이버쇼핑,빙그레,B002,빙그레과자002,840,985.87,1132
2026-03-05,네이버쇼핑,빙그레,B003,빙그레과자003,861,1006.17,1152
2026-03-05,네이버쇼핑,빙그레,B004,빙그레과자004,861,1005.13,1150
2026-03-05,네이버쇼핑,빙그레,B005,빙그레과자005,901,1045.93,1191
2026-03-05,네이버쇼핑,빙그레,B006,빙그레과자006,916,1060.9,1205
2026-03-05,네이버쇼핑,빙그레,B007,빙그레과자007,922,1068.03,1214
2026-03-05,네이버쇼핑,빙그레,B008,빙그레과자008,949,1094.03,1240
2026-03-05,네이버쇼핑,빙그레,B009,빙그레과자009,926,1070.07,1214
2026-03-05,네이버쇼핑,빙그레,B010,빙그레과자010,913,1056.93,1202
2026-03-05,네이버쇼핑,빙그레,B011,빙그레과자011,898,1043.2,1187
2026-03-05,네이버쇼핑,빙그레,B012,빙그레과자012,967,1111.2,1255
2026-03-05,네이버쇼핑,빙그레,B013,빙그레과자013,967,1111.8,1258
2026-03-05,네이버쇼핑,빙그레,B014,빙그레과자014,966,1110.07,1255
2026-03-05,네이버쇼핑,빙그레,B015,빙그레과자015,942,1088.0,1232
2026-03-05,네이버쇼핑,빙그레,B016,빙그레과자016,936,1081.73,1226
2026-03-05,네이버쇼핑,빙그레,B017,빙그레과자017,983,1127.93,1272
2026-03-05,네이버쇼핑,빙그레,B018,빙그레과자018,985,1130.2,1275
2026-03-05,네이버쇼핑,빙그레,B019,빙그레과자019,971,1116.03,1262
2026-03-05,네이버쇼핑,빙그레,B020,빙그레과자020,1009,1154.97,1299
2026-03-05,네이버쇼핑,빙그레,B021,빙그레과자021,1040,1184.13,1330
2026-03-05,네이버쇼핑,빙그레,B022,빙그레과자022,1019,1163.87,1309
2026-03-05,네이버쇼핑,빙그레,B023,빙그레과자023,998,1144.27,1290
2026-03-05,네이버쇼핑,빙그레,B024,빙그레과자024,1022,1166.93,1311
2026-03-05,네이버쇼핑,빙그레,B025,빙그레과자025,1014,1158.0,1304
2026-03-05,네이버쇼핑,빙그레,B026,빙그레과자026,1011,1156.1,1300
2026-03-05,네이버쇼핑,빙그레,B027,빙그레과자027,1025,1169.2,1315
2026-03-05,네이버쇼핑,빙그레,B028,빙그레과자028,1050,1194.07,1338
2026-03-05,네이버쇼핑,빙그레,B029,빙그레과자029,1025,1170.87,1317
2026-03-05,네이버쇼핑,빙그레,B030,빙그레과자030,1048,1194.13,1338
2026-03-05,네이버쇼핑,빙그레,B031,빙그레과자031,1061,1205.87,1350
2026-03-05,네이버쇼핑,빙그레,B032,빙그레과자032,1067,1211.1,1355
2026-03-05,네이버쇼핑,빙그레,B033,빙그레과자033,1117,1260.97,1405
2026-03-05,네이버쇼핑,빙그레,B034,빙그레과자034,1103,1249.4,1395
2026-03-05,네이버쇼핑,빙그레,B035,빙그레과자035,1134,1279.83,1424
2026-03-05,네이버쇼핑,빙그레,B036,빙그레과자036,1101,1247.07,1393
2026-03-05,네이버쇼핑,빙그레,B037,빙그레과자037,1142,1286.6,1430
2026-03-05,네이버쇼핑,빙그레,B038,빙그레과자038,1121,1266.8,1412
2026-03-05,네이버쇼핑,빙그레,B039,빙그레과자039,1168,1311.83,1456
2026-03-05,네이버쇼핑,빙그레,B040,빙그레과자040,1121,1266.8,1411
2026-03-05,네이버쇼핑,빙그레,B041,빙그레과자041,1121,1264.93,1410
2026-03-05,네이버쇼핑,빙그레,B042,빙그레과자042,1155,1300.97,1445
2026-03-05,네이버쇼핑,빙그레,B043,빙그레과자043,1172,1316.87,1461
2026-03-05,네이버쇼핑,빙그레,B044,빙그레과자044,1182,1328.27,1472
2026-03-05,네이버쇼핑,빙그레,B045,빙그레과자045,1210,1354.2,1500
2026-03-05,네이버쇼핑,빙그레,B046,빙그레과자046,1185,1331.1,1475
2026-03-05,네이버쇼핑,빙그레,B047,빙그레과자047,1172,1317.07,1463
2026-03-05,네이버쇼핑,빙그레,B048,빙그레과자048,1186,1331.97,1476
2026-03-05,네이버쇼핑,빙그레,B049,빙그레과자049,825,970.93,1115
2026-03-05,네이버쇼핑,해태제과,H000,해태과자000,866,1010.13,1154
2026-03-05,네이버쇼핑,해태제과,H001,해태과자001,897,1042.87,1189
2026-03-05,네이버쇼핑,해태제과,H002,해태과자002,877,1022.9,1169
2026-03-05,네이버쇼핑,해태제과,H003,해태과자003,859,1003.87,1150
2026-03-05,네이버쇼핑,해태제과,H004,해태과자004,880,1026.13,1172
2026-03-05,네이버쇼핑,해태제과,H005,해태과자005,873,1017.07,1161
2026-03-05,네이버쇼핑,해태제과,H006,해태과자006,870,1014.97,1159
2026-03-05,네이버쇼핑,해태제과,H007,해태과자007,880,1023.93,1168
2026-03-05,네이버쇼핑,해태제과,H008,해태과자008,908,1052.9,1199
2026-03-05,네이버쇼핑,해태제과,H009,해태과자009,886,1030.2,1176
2026-03-05,네이버쇼핑,해태제과,H010,해태과자010,909,1054.0,1199
2026-03-05,네이버쇼핑,해태제과,H011,해태과자011,920,1065.67,1212
2026-03-05,네이버쇼핑,해태제과,H012,해태과자012,926,1070.0,1214
2026-03-05,네이버쇼핑,해태제과,H013,해태과자013,976,1119.6,1266
2026-03-05,네이버쇼핑,해태제과,H014,해태과자014,958,1103.93,1249
2026-03-05,네이버쇼핑,해태제과,H015,해태과자015,994,1139.1,1285
2026-03-05,네이버쇼핑,해태제과,H016,해태과자016,960,1105.7,1250
2026-03-05,네이버쇼핑,해태제과,H017,해태과자017,1000,1146.2,1290
2026-03-05,네이버쇼핑,해태제과,H018,해태과자018,982,1126.07,1270
2026-03-05,네이버쇼핑,해태제과,H019,해태과자019,1025,1170.97,1317
2026-03-05,네이버쇼핑,해태제과,H020,해태과자020,982,1126.0,1272
2026-03-05,네이버쇼핑,해태제과,H021,해태과자021,975,1119.93,1264
2026-03-05,네이버쇼핑,해태제과,H022,해태과자022,1014,1159.93,1304
2026-03-05,네이버쇼핑,해태제과,H023,해태과자023,1030,1176.07,1320
2026-03-05,네이버쇼핑,해태제과,H024,해태과자024,1043,1188.1,1334
2026-03-05,네이버쇼핑,해태제과,H025,해태과자025,1070,1213.67,1358
2026-03-05,네이버쇼핑,해태제과,H026,해태과자026,1045,1190.0,1336
2026-03-05,네이버쇼핑,해태제과,H027,해태과자027,1032,1175.93,1322
2026-03-05,네이버쇼핑,해태제과,H028,해태과자028,1043,1187.13,1331
2026-03-05,네이버쇼핑,해태제과,H029,해태과자029,1035,1179.97,1325
2026-03-05,네이버쇼핑,해태제과,H030,해태과자030,1081,1227.17,1371
2026-03-05,네이버쇼핑,해태제과,H031,해태과자031,1085,1230.2,1375
2026-03-05,네이버쇼핑,해태제과,H032,해태과자032,1064,1207.87,1354
2026-03-05,네이버쇼핑,해태제과,H033,해태과자033,1057,1201.03,1346
2026-03-05,네이버쇼핑,해태제과,H034,해태과자034,1102,1247.97,1392
2026-03-05,네이버쇼핑,해태제과,H035,해태과자035,1099,1244.8,1389
2026-03-05,네이버쇼핑,해태제과,H036,해태과자036,1086,1229.97,1376
2026-03-05,네이버쇼핑,해태제과,H037,해태과자037,1111,1255.0,1401
2026-03-05,네이버쇼핑,해태제과,H038,해태과자038,1088,1233.07,1378
2026-03-05,네이버쇼핑,해태제과,H039,해태과자039,1114,1258.53,1404
2026-03-05,네이버쇼핑,해태제과,H040,해태과자040,1118,1264.13,1408
