batch_date,manufacturer,product_key,product_name,cheaper_mall,cheaper_price,target_mall_price,diff
2026-02-26,롯데,L003,롯데과자003,SSG,875,890,15
2026-02-26,롯데,L004,롯데과자004,네이버쇼핑,847,859,12
2026-02-26,롯데,L005,롯데과자005,네이버쇼핑,844,891,47
2026-02-26,롯데,L005,롯데과자005,G마켓,858,891,33
2026-02-26,롯데,L006,롯데과자006,네이버쇼핑,856,895,39
2026-02-26,롯데,L006,롯데과자006,SSG,884,895,11
2026-02-26,롯데,L007,롯데과자007,네이버쇼핑,887,901,14
2026-02-26,롯데,L008,롯데과자008,네이버쇼핑,862,887,25
2026-02-26,롯데,L009,롯데과자009,네이버쇼핑,877,878,1
2026-02-26,롯데,L010,롯데과자010,G마켓,888,913,25
2026-02-26,롯데,L010,롯데과자010,네이버쇼핑,895,913,18
2026-02-26,롯데,L012,롯데과자012,G마켓,915,954,39
2026-02-26,롯데,L012,롯데과자012,컬리,946,954,8
2026-02-26,롯데,L012,롯데과자012,네이버쇼핑,949,954,5
2026-02-26,롯데,L017,롯데과자017,G마켓,940,962,22
2026-02-26,롯데,L017,롯데과자017,네이버쇼핑,956,962,6
2026-02-26,롯데,L018,롯데과자018,G마켓,964,995,31
2026-02-26,롯데,L018,롯데과자018,SSG,992,995,3
2026-02-26,롯데,L020,롯데과자020,네이버쇼핑,954,978,24
2026-02-26,롯데,L022,롯데과자022,SSG,980,998,18
2026-02-26,롯데,L023,롯데과자023,SSG,986,1002,16
2026-02-26,롯데,L028,롯데과자028,네이버쇼핑,1013,1034,21
2026-02-26,롯데,L029,롯데과자029,네이버쇼핑,1044,1045,1
2026-02-26,롯데,L030,롯데과자030,SSG,1041,1047,6
2026-02-26,롯데,L030,롯데과자030,G마켓,1042,1047,5
2026-02-26,롯데,L031,롯데과자031,네이버쇼핑,1037,1040,3
2026-02-26,롯데,L032,롯데과자032,네이버쇼핑,1032,1051,19
2026-02-26,롯데,L033,롯데과자033,G마켓,1047,1071,24
2026-02-26,롯데,L034,롯데과자034,G마켓,1059,1063,4
2026-02-26,롯데,L036,롯데과자036,네이버쇼핑,1087,1114,27
2026-02-26,롯데,L036,롯데과자036,SSG,1090,1114,24
2026-02-26,롯데,L037,롯데과자037,네이버쇼핑,1064,1123,59
2026-02-26,롯데,L037,롯데과자037,SSG,1092,1123,31
2026-02-26,롯데,L037,롯데과자037,컬리,1115,1123,8
2026-02-26,롯데,L037,롯데과자037,G마켓,1119,1123,4
2026-02-26,롯데,L038,롯데과자038,네이버쇼핑,1089,1129,40
2026-02-26,롯데,L038,롯데과자038,G마켓,1119,1129,10
2026-02-26,롯데,L039,롯데과자039,네이버쇼핑,1114,1115,1
2026-02-26,롯데,L040,롯데과자040,G마켓,1098,1148,50
2026-02-26,롯데,L040,롯데과자040,네이버쇼핑,1116,1148,32
2026-02-26,롯데,L040,롯데과자040,SSG,1134,1148,14
2026-02-26,롯데,L040,롯데과자040,컬리,1134,1148,14
2026-02-26,롯데,L041,롯데과자041,네이버쇼핑,1105,1118,13
2026-02-26,롯데,L042,롯데과자042,네이버쇼핑,1103,1150,47
2026-02-26,롯데,L042,롯데과자042,G마켓,1117,1150,33
2026-02-26,롯데,L043,롯데과자043,네이버쇼핑,1116,1153,37
2026-02-26,롯데,L043,롯데과자043,SSG,1144,1153,9
2026-02-26,롯데,L044,롯데과자044,네이버쇼핑,1145,1162,17
2026-02-26,롯데,L045,롯데과자045,네이버쇼핑,1120,1146,26
2026-02-26,롯데,L047,롯데과자047,네이버쇼핑,1150,1180,30
2026-02-26,롯데,L048,롯데과자048,네이버쇼핑,1152,1162,10
2026-02-26,빙그레,B000,빙그레과자000,SSG,826,831,5
2026-02-26,빙그레,B001,빙그레과자001,G마켓,839,841,2
2026-02-26,빙그레,B002,빙그레과자002,네이버쇼핑,822,844,22
2026-02-26,빙그레,B004,빙그레과자004,네이버쇼핑,842,868,26
2026-02-26,빙그레,B006,빙그레과자006,SSG,868,888,20
2026-02-26,빙그레,B007,빙그레과자007,SSG,873,890,17
2026-02-26,빙그레,B010,빙그레과자010,SSG,892,908,16
2026-02-26,빙그레,B010,빙그레과자010,네이버쇼핑,893,908,15
2026-02-26,빙그레,B011,빙그레과자011,네이버쇼핑,879,916,37
2026-02-26,빙그레,B011,빙그레과자011,G마켓,914,916,2
2026-02-26,빙그레,B012,빙그레과자012,G마켓,911,945,34
2026-02-26,빙그레,B014,빙그레과자014,SSG,929,935,6
2026-02-26,빙그레,B014,빙그레과자014,G마켓,931,935,4
2026-02-26,빙그레,B015,빙그레과자015,네이버쇼핑,925,928,3
2026-02-26,빙그레,B016,빙그레과자016,네이버쇼핑,919,939,20
2026-02-26,빙그레,B017,빙그레과자017,G마켓,934,958,24
2026-02-26,빙그레,B018,빙그레과자018,G마켓,947,952,5
2026-02-26,빙그레,B020,빙그레과자020,G마켓,964,995,31
2026-02-26,빙그레,B020,빙그레과자020,SSG,985,995,10
2026-02-26,빙그레,B020,빙그레과자020,네이버쇼핑,989,995,6
2026-02-26,빙그레,B021,빙그레과자021,G마켓,980,1013,33
2026-02-26,빙그레,B021,빙그레과자021,컬리,998,1013,15
2026-02-26,빙그레,B022,빙그레과자022,SSG,999,1024,25
2026-02-26,빙그레,B022,빙그레과자022,네이버쇼핑,1003,1024,21
2026-02-26,빙그레,B022,빙그레과자022,G마켓,1016,1024,8
2026-02-26,빙그레,B023,빙그레과자023,G마켓,976,1007,31
2026-02-26,빙그레,B023,빙그레과자023,네이버쇼핑,981,1007,26
2026-02-26,빙그레,B023,빙그레과자023,컬리,1002,1007,5
2026-02-26,빙그레,B024,빙그레과자024,G마켓,985,1036,51
2026-02-26,빙그레,B024,빙그레과자024,네이버쇼핑,1003,1036,33
2026-02-26,빙그레,B024,빙그레과자024,컬리,1020,1036,16
2026-02-26,빙그레,B024,빙그레과자024,SSG,1023,1036,13
2026-02-26,빙그레,B025,빙그레과자025,네이버쇼핑,995,1006,11
2026-02-26,빙그레,B026,빙그레과자026,네이버쇼핑,992,1038,46
2026-02-26,빙그레,B026,빙그레과자026,G마켓,1006,1038,32
2026-02-26,빙그레,B027,빙그레과자027,네이버쇼핑,1003,1041,38
2026-02-26,빙그레,B027,빙그레과자027,SSG,1031,1041,10
2026-02-26,빙그레,B028,빙그레과자028,네이버쇼핑,1034,1050,16
2026-02-26,빙그레,B029,빙그레과자029,네이버쇼핑,1010,1033,23
2026-02-26,빙그레,B030,빙그레과자030,네이버쇼핑,1031,1072,41
2026-02-26,빙그레,B031,빙그레과자031,G마켓,1037,1060,23
2026-02-26,빙그레,B031,빙그레과자031,네이버쇼핑,1043,1060,17
2026-02-26,빙그레,B033,빙그레과자033,G마켓,1060,1102,42
2026-02-26,빙그레,B033,빙그레과자033,컬리,1093,1102,9
2026-02-26,빙그레,B033,빙그레과자033,네이버쇼핑,1096,1102,6
2026-02-26,빙그레,B038,빙그레과자038,G마켓,1088,1110,22
2026-02-26,빙그레,B038,빙그레과자038,네이버쇼핑,1104,1110,6
2026-02-26,빙그레,B039,빙그레과자039,G마켓,1110,1143,33
2026-02-26,빙그레,B039,빙그레과자039,SSG,1139,1143,4
2026-02-26,빙그레,B041,빙그레과자041,네이버쇼핑,1101,1125,24
2026-02-26,빙그레,B043,빙그레과자043,SSG,1128,1146,18
2026-02-26,빙그레,B044,빙그레과자044,SSG,1133,1149,16
2026-02-26,빙그레,B049,빙그레과자049,네이버쇼핑,811,832,21
2026-02-26,오리온,O000,오리온과자000,G마켓,818,844,26
2026-02-26,오리온,O000,오리온과자000,네이버쇼핑,825,844,19
2026-02-26,오리온,O002,오리온과자002,G마켓,844,886,42
2026-02-26,오리온,O002,오리온과자002,컬리,877,886,9
2026-02-26,오리온,O002,오리온과자002,네이버쇼핑,880,886,6
2026-02-26,오리온,O007,오리온과자007,G마켓,869,891,22
2026-02-26,오리온,O007,오리온과자007,네이버쇼핑,886,891,5
2026-02-26,오리온,O008,오리온과자008,G마켓,894,925,31
2026-02-26,오리온,O008,오리온과자008,SSG,922,925,3
2026-02-26,오리온,O010,오리온과자010,네이버쇼핑,884,910,26
2026-02-26,오리온,O012,오리온과자012,SSG,909,930,21
2026-02-26,오리온,O013,오리온과자013,SSG,915,932,17
2026-02-26,오리온,O018,오리온과자018,네이버쇼핑,943,965,22
2026-02-26,오리온,O020,오리온과자020,SSG,971,976,5
2026-02-26,오리온,O020,오리온과자020,G마켓,972,976,4
2026-02-26,오리온,O021,오리온과자021,네이버쇼핑,967,968,1
2026-02-26,오리온,O022,오리온과자022,네이버쇼핑,961,981,20
2026-02-26,오리온,O023,오리온과자023,G마켓,977,1001,24
2026-02-26,오리온,O024,오리온과자024,G마켓,988,994,6
2026-02-26,오리온,O026,오리온과자026,네이버쇼핑,1016,1045,29
2026-02-26,오리온,O026,오리온과자026,SSG,1019,1045,26
2026-02-26,오리온,O027,오리온과자027,네이버쇼핑,995,1055,60
2026-02-26,오리온,O027,오리온과자027,SSG,1020,1055,35
2026-02-26,오리온,O027,오리온과자027,컬리,1045,1055,10
2026-02-26,오리온,O027,오리온과자027,G마켓,1049,1055,6
2026-02-26,오리온,O028,오리온과자028,네이버쇼핑,1018,1059,41
2026-02-26,오리온,O028,오리온과자028,G마켓,1048,1059,11
2026-02-26,오리온,O029,오리온과자029,네이버쇼핑,1044,1047,3
2026-02-26,오리온,O030,오리온과자030,G마켓,1028,1078,50
2026-02-26,오리온,O030,오리온과자030,네이버쇼핑,1046,1078,32
2026-02-26,오리온,O030,오리온과자030,SSG,1064,1078,14
2026-02-26,오리온,O030,오리온과자030,컬리,1064,1078,14
2026-02-26,오리온,O031,오리온과자031,네이버쇼핑,1037,1048,11
2026-02-26,오리온,O032,오리온과자032,네이버쇼핑,1033,1080,47
2026-02-26,오리온,O032,오리온과자032,G마켓,1048,1080,32
2026-02-26,오리온,O033,오리온과자033,네이버쇼핑,1047,1084,37
2026-02-26,오리온,O033,오리온과자033,SSG,1073,1084,11
2026-02-26,오리온,O034,오리온과자034,네이버쇼핑,1076,1090,14
2026-02-26,오리온,O035,오리온과자035,네이버쇼핑,1050,1076,26
2026-02-26,오리온,O037,오리온과자037,네이버쇼핑,1082,1110,28
2026-02-26,오리온,O038,오리온과자038,네이버쇼핑,1081,1091,10
2026-02-26,오리온,O044,오리온과자044,G마켓,1128,1152,24
2026-02-26,오리온,O044,오리온과자044,네이버쇼핑,1145,1152,7
2026-02-26,오리온,O045,오리온과자045,G마켓,1151,1184,33
2026-02-26,오리온,O045,오리온과자045,SSG,1182,1184,2
2026-02-26,오리온,O048,오리온과자048,네이버쇼핑,1165,1192,27
2026-02-26,오리온,O049,오리온과자049,네이버쇼핑,826,866,40
2026-02-26,오리온,O049,오리온과자049,컬리,831,866,35
2026-02-26,오리온,O049,오리온과자049,SSG,835,866,31
2026-02-26,오리온,O049,오리온과자049,G마켓,856,866,10
2026-02-26,해태제과,H000,해태과자000,G마켓,824,855,31
2026-02-26,해태제과,H000,해태과자000,SSG,844,855,11
2026-02-26,해태제과,H000,해태과자000,네이버쇼핑,851,855,4
2026-02-26,해태제과,H001,해태과자001,G마켓,842,871,29
2026-02-26,해태제과,H001,해태과자001,컬리,859,871,12
2026-02-26,해태제과,H002,해태과자002,SSG,860,884,24
2026-02-26,해태제과,H002,해태과자002,네이버쇼핑,863,884,21
2026-02-26,해태제과,H002,해태과자002,G마켓,878,884,6
2026-02-26,해태제과,H003,해태과자003,G마켓,835,867,32
2026-02-26,해태제과,H003,해태과자003,네이버쇼핑,842,867,25
2026-02-26,해태제과,H003,해태과자003,컬리,862,867,5
2026-02-26,해태제과,H004,해태과자004,G마켓,846,896,50
2026-02-26,해태제과,H004,해태과자004,네이버쇼핑,864,896,32
2026-02-26,해태제과,H004,해태과자004,SSG,882,896,14
2026-02-26,해태제과,H004,해태과자004,컬리,882,896,14
2026-02-26,해태제과,H005,해태과자005,네이버쇼핑,855,866,11
2026-02-26,해태제과,H006,해태과자006,네이버쇼핑,850,899,49
2026-02-26,해태제과,H006,해태과자006,G마켓,865,899,34
2026-02-26,해태제과,H007,해태과자007,네이버쇼핑,864,901,37
2026-02-26,해태제과,H007,해태과자007,SSG,892,901,9
2026-02-26,해태제과,H008,해태과자008,네이버쇼핑,894,908,14
2026-02-26,해태제과,H009,해태과자009,네이버쇼핑,868,894,26
2026-02-26,해태제과,H010,해태과자010,네이버쇼핑,892,931,39
2026-02-26,해태제과,H011,해태과자011,G마켓,897,919,22
2026-02-26,해태제과,H011,해태과자011,네이버쇼핑,902,919,17
2026-02-26,해태제과,H013,해태과자013,G마켓,921,963,42
2026-02-26,해태제과,H013,해태과자013,컬리,952,963,11
2026-02-26,해태제과,H013,해태과자013,네이버쇼핑,955,963,8
2026-02-26,해태제과,H018,해태과자018,G마켓,948,968,20
2026-02-26,해태제과,H018,해태과자018,네이버쇼핑,964,968,4
2026-02-26,해태제과,H019,해태과자019,G마켓,970,1004,34
2026-02-26,해태제과,H019,해태과자019,SSG,1000,1004,4
2026-02-26,해태제과,H021,해태과자021,네이버쇼핑,961,987,26
2026-02-26,해태제과,H023,해태과자023,SSG,987,1005,18
2026-02-26,해태제과,H024,해태과자024,SSG,993,1007,14
2026-02-26,해태제과,H029,해태과자029,네이버쇼핑,1020,1043,23
2026-02-26,해태제과,H031,해태과자031,G마켓,1049,1053,4
2026-02-26,해태제과,H031,해태과자031,SSG,1049,1053,4
2026-02-26,해태제과,H032,해태과자032,네이버쇼핑,1044,1045,1
2026-02-26,해태제과,H033,해태과자033,네이버쇼핑,1038,1059,21
2026-02-26,해태제과,H034,해태과자034,G마켓,1053,1077,24
2026-02-26,해태제과,H035,해태과자035,G마켓,1066,1071,5
2026-02-26,해태제과,H037,해태과자037,네이버쇼핑,1094,1120,26
2026-02-26,해태제과,H037,해태과자037,SSG,1096,1120,24
2026-02-26,해태제과,H038,해태과자038,네이버쇼핑,1070,1132,62
2026-02-26,해태제과,H038,해태과자038,SSG,1098,1132,34
2026-02-26,해태제과,H038,해태과자038,컬리,1120,1132,12
2026-02-26,해태제과,H038,해태과자038,G마켓,1128,1132,4
2026-02-26,해태제과,H039,해태과자039,네이버쇼핑,1095,1138,43
2026-02-26,해태제과,H039,해태과자039,G마켓,1126,1138,12
2026-02-26,해태제과,H040,해태과자040,G마켓,1093,1124,31
2026-02-26,해태제과,H040,해태과자040,네이버쇼핑,1100,1124,24
2026-02-26,해태제과,H040,해태과자040,컬리,1120,1124,4
2026-02-26,해태제과,H041,해태과자041,G마켓,1104,1154,50
2026-02-26,해태제과,H041,해태과자041,네이버쇼핑,1122,1154,32
2026-02-26,해태제과,H041,해태과자041,SSG,1140,1154,14
2026-02-26,해태제과,H041,해태과자041,컬리,1141,1154,13
2026-02-26,해태제과,H042,해태과자042,네이버쇼핑,1112,1126,14
2026-02-26,해태제과,H043,해태과자043,네이버쇼핑,1111,1158,47
2026-02-26,해태제과,H043,해태과자043,G마켓,1125,1158,33
2026-02-26,해태제과,H044,해태과자044,네이버쇼핑,1122,1159,37
2026-02-26,해태제과,H044,해태과자044,SSG,1150,1159,9
2026-02-26,해태제과,H045,해태과자045,네이버쇼핑,1153,1169,16
2026-02-26,해태제과,H046,해태과자046,네이버쇼핑,1129,1153,24
2026-02-26,해태제과,H048,해태과자048,네이버쇼핑,1157,1187,30
2026-02-26,해태제과,H049,해태과자049,네이버쇼핑,808,817,9
2026-02-27,농심,N001,농심과자001,네이버쇼핑,822,848,26
2026-02-27,농심,N003,농심과자003,SSG,850,869,19
2026-02-27,농심,N004,농심과자004,SSG,857,872,15
2026-02-27,농심,N009,농심과자009,네이버쇼핑,883,905,22
2026-02-27,농심,N011,농심과자011,G마켓,912,917,5
2026-02-27,농심,N011,농심과자011,SSG,912,917,5
2026-02-27,농심,N013,농심과자013,네이버쇼핑,900,922,22
2026-02-27,농심,N014,농심과자014,G마켓,916,939,23
2026-02-27,농심,N015,농심과자015,G마켓,929,932,3
2026-02-27,농심,N017,농심과자017,네이버쇼핑,958,983,25
2026-02-27,농심,N017,농심과자017,SSG,960,983,23
2026-02-27,농심,N018,농심과자018,네이버쇼핑,935,993,58
2026-02-27,농심,N018,농심과자018,SSG,962,993,31
2026-02-27,농심,N018,농심과자018,컬리,983,993,10
2026-02-27,농심,N018,농심과자018,G마켓,989,993,4
2026-02-27,농심,N019,농심과자019,네이버쇼핑,958,1001,43
2026-02-27,농심,N019,농심과자019,G마켓,987,1001,14
2026-02-27,농심,N020,농심과자020,G마켓,956,988,32
2026-02-27,농심,N020,농심과자020,네이버쇼핑,963,988,25
2026-02-27,농심,N020,농심과자020,컬리,983,988,5
2026-02-27,농심,N021,농심과자021,G마켓,968,1018,50
2026-02-27,농심,N021,농심과자021,네이버쇼핑,984,1018,34
2026-02-27,농심,N021,농심과자021,컬리,1003,1018,15
2026-02-27,농심,N021,농심과자021,SSG,1005,1018,13
2026-02-27,농심,N022,농심과자022,네이버쇼핑,974,988,14
2026-02-27,농심,N023,농심과자023,네이버쇼핑,972,1019,47
2026-02-27,농심,N023,농심과자023,G마켓,988,1019,31
2026-02-27,농심,N024,농심과자024,네이버쇼핑,984,1024,40
2026-02-27,농심,N024,농심과자024,SSG,1013,1024,11
2026-02-27,농심,N025,농심과자025,네이버쇼핑,1016,1030,14
2026-02-27,농심,N026,농심과자026,네이버쇼핑,992,1016,24
2026-02-27,농심,N028,농심과자028,네이버쇼핑,1020,1049,29
2026-02-27,농심,N029,농심과자029,네이버쇼핑,1019,1030,11
2026-02-27,농심,N030,농심과자030,G마켓,1042,1083,41
2026-02-27,농심,N030,농심과자030,컬리,1076,1083,7
2026-02-27,농심,N030,농심과자030,네이버쇼핑,1077,1083,6
2026-02-27,농심,N035,농심과자035,G마켓,1068,1090,22
2026-02-27,농심,N035,농심과자035,네이버쇼핑,1085,1090,5
2026-02-27,농심,N036,농심과자036,G마켓,1093,1124,31
2026-02-27,농심,N036,농심과자036,SSG,1123,1124,1
2026-02-27,농심,N039,농심과자039,네이버쇼핑,1107,1134,27
2026-02-27,농심,N040,농심과자040,SSG,1108,1127,19
2026-02-27,농심,N041,농심과자041,SSG,1116,1131,15
2026-02-27,농심,N046,농심과자046,네이버쇼핑,1141,1165,24
2026-02-27,농심,N047,농심과자047,네이버쇼핑,1172,1173,1
2026-02-27,농심,N048,농심과자048,네이버쇼핑,1144,1184,40
2026-02-27,농심,N049,농심과자049,네이버쇼핑,797,834,37
2026-02-27,롯데,L000,롯데과자000,G마켓,837,868,31
2026-02-27,롯데,L000,롯데과자000,컬리,853,868,15
2026-02-27,롯데,L001,롯데과자001,SSG,854,879,25
2026-02-27,롯데,L001,롯데과자001,네이버쇼핑,858,879,21
2026-02-27,롯데,L001,롯데과자001,G마켓,872,879,7
2026-02-27,롯데,L002,롯데과자002,G마켓,831,861,30
2026-02-27,롯데,L002,롯데과자002,네이버쇼핑,839,861,22
2026-02-27,롯데,L002,롯데과자002,컬리,857,861,4
2026-02-27,롯데,L003,롯데과자003,G마켓,840,893,53
2026-02-27,롯데,L003,롯데과자003,네이버쇼핑,859,893,34
2026-02-27,롯데,L003,롯데과자003,SSG,877,893,16
2026-02-27,롯데,L003,롯데과자003,컬리,877,893,16
2026-02-27,롯데,L004,롯데과자004,네이버쇼핑,851,863,12
2026-02-27,롯데,L005,롯데과자005,네이버쇼핑,846,894,48
2026-02-27,롯데,L005,롯데과자005,G마켓,863,894,31
2026-02-27,롯데,L006,롯데과자006,네이버쇼핑,859,896,37
2026-02-27,롯데,L006,롯데과자006,SSG,886,896,10
2026-02-27,롯데,L007,롯데과자007,네이버쇼핑,887,904,17
2026-02-27,롯데,L008,롯데과자008,네이버쇼핑,866,890,24
2026-02-27,롯데,L009,롯데과자009,네이버쇼핑,880,881,1
2026-02-27,롯데,L010,롯데과자010,G마켓,891,916,25
2026-02-27,롯데,L010,롯데과자010,네이버쇼핑,900,916,16
2026-02-27,롯데,L012,롯데과자012,G마켓,918,957,39
2026-02-27,롯데,L012,롯데과자012,컬리,948,957,9
2026-02-27,롯데,L012,롯데과자012,네이버쇼핑,951,957,6
2026-02-27,롯데,L017,롯데과자017,G마켓,943,964,21
2026-02-27,롯데,L017,롯데과자017,네이버쇼핑,960,964,4
2026-02-27,롯데,L018,롯데과자018,G마켓,967,1000,33
2026-02-27,롯데,L018,롯데과자018,SSG,996,1000,4
2026-02-27,롯데,L020,롯데과자020,네이버쇼핑,956,982,26
2026-02-27,롯데,L022,롯데과자022,SSG,984,1002,18
2026-02-27,롯데,L023,롯데과자023,SSG,989,1005,16
2026-02-27,롯데,L028,롯데과자028,네이버쇼핑,1016,1038,22
2026-02-27,롯데,L030,롯데과자030,G마켓,1046,1051,5
2026-02-27,롯데,L030,롯데과자030,SSG,1046,1051,5
2026-02-27,롯데,L031,롯데과자031,네이버쇼핑,1041,1042,1
2026-02-27,롯데,L032,롯데과자032,네이버쇼핑,1035,1055,20
2026-02-27,롯데,L033,롯데과자033,G마켓,1049,1074,25
2026-02-27,롯데,L034,롯데과자034,G마켓,1062,1067,5
2026-02-27,롯데,L036,롯데과자036,네이버쇼핑,1090,1116,26
2026-02-27,롯데,L036,롯데과자036,SSG,1091,1116,25
2026-02-27,롯데,L037,롯데과자037,네이버쇼핑,1066,1126,60
2026-02-27,롯데,L037,롯데과자037,SSG,1094,1126,32
2026-02-27,롯데,L037,롯데과자037,컬리,1117,1126,9
2026-02-27,롯데,L037,롯데과자037,G마켓,1122,1126,4
2026-02-27,롯데,L038,롯데과자038,네이버쇼핑,1093,1133,40
2026-02-27,롯데,L038,롯데과자038,G마켓,1121,1133,12
2026-02-27,롯데,L039,롯데과자039,네이버쇼핑,1117,1119,2
2026-02-27,롯데,L040,롯데과자040,G마켓,1099,1152,53
2026-02-27,롯데,L040,롯데과자040,네이버쇼핑,1119,1152,33
2026-02-27,롯데,L040,롯데과자040,SSG,1136,1152,16
2026-02-27,롯데,L040,롯데과자040,컬리,1136,1152,16
2026-02-27,롯데,L041,롯데과자041,네이버쇼핑,1110,1120,10
2026-02-27,롯데,L042,롯데과자042,네이버쇼핑,1105,1153,48
2026-02-27,롯데,L042,롯데과자042,G마켓,1121,1153,32
2026-02-27,롯데,L043,롯데과자043,네이버쇼핑,1118,1157,39
2026-02-27,롯데,L043,롯데과자043,SSG,1145,1157,12
2026-02-27,롯데,L044,롯데과자044,네이버쇼핑,1149,1165,16
2026-02-27,롯데,L045,롯데과자045,네이버쇼핑,1125,1148,23
2026-02-27,롯데,L047,롯데과자047,네이버쇼핑,1153,1184,31
2026-02-27,롯데,L048,롯데과자048,네이버쇼핑,1155,1164,9
2026-02-27,빙그레,B000,빙그레과자000,SSG,829,834,5
2026-02-27,빙그레,B001,빙그레과자001,G마켓,841,844,3
2026-02-27,빙그레,B002,빙그레과자002,네이버쇼핑,826,847,21
2026-02-27,빙그레,B004,빙그레과자004,네이버쇼핑,843,870,27
2026-02-27,빙그레,B006,빙그레과자006,SSG,870,890,20
2026-02-27,빙그레,B007,빙그레과자007,SSG,876,890,14
2026-02-27,빙그레,B010,빙그레과자010,SSG,894,911,17
2026-02-27,빙그레,B010,빙그레과자010,네이버쇼핑,898,911,13
2026-02-27,빙그레,B011,빙그레과자011,네이버쇼핑,881,919,38
2026-02-27,빙그레,B011,빙그레과자011,G마켓,918,919,1
2026-02-27,빙그레,B012,빙그레과자012,G마켓,913,948,35
2026-02-27,빙그레,B014,빙그레과자014,SSG,934,936,2
2026-02-27,빙그레,B014,빙그레과자014,G마켓,935,936,1
2026-02-27,빙그레,B015,빙그레과자015,네이버쇼핑,928,930,2
2026-02-27,빙그레,B016,빙그레과자016,네이버쇼핑,922,943,21
2026-02-27,빙그레,B017,빙그레과자017,G마켓,938,962,24
2026-02-27,빙그레,B018,빙그레과자018,G마켓,950,953,3
2026-02-27,빙그레,B020,빙그레과자020,G마켓,967,999,32
2026-02-27,빙그레,B020,빙그레과자020,SSG,987,999,12
